run_id,case_id,rank,chunk_id,relevance,reviewer_a,reviewer_b,reviewer_a_label,reviewer_b_label,rationale,suggested_relevance,document_name,page_number,section_title,score,text
small-local-384,no_evidence_en_malaria,4,Regional_Commemoration_of_World_Diabetes_p43_c125,unjudged,,,unjudged,unjudged,,not_relevant,Regional Commemoration of World Diabetes Day 2024.pdf,43,"Annexure 3
Programme",0.4157,"•
Dr Anupam Prakash, Head of Medicine Department, Lady Hardinge  Medical
College, India •
Dr Helder Juvinal Neto da Silva, PEN Unit Officer, Ministry of Health,
Timor-Leste •
Ms Kim Uhjin, Regional Adviser (Essential drugs and medicines), WHO
South-East Asia Regional Office 12:35–12:45
Question and Answer Summarizing catalytic actions by the countries from the session for the
Colombo Call to Action 13:30–13:50
Technical session C: Universal diabetes care: Integrating care and tracking
progress Moderators: •
Mr Saroj Kumar, Director, Ministry of Health and Family Welfare, India •
Dr Gampo Dorji, Team Lead (NCD and Health systems), WHO Nepal Integrating diabetes prevention and management
at primary health care and universal health
coverage: examples from low- and middle-income
countries Dr Hans V Hogerzeil,
Professor, Faculty
of Medical Science,
University of Groningen 37 Regional Commemoration of World Diabetes Day 2024"
small-local-384,no_evidence_en_malaria,5,Availability__price_and_affordability_of_p54_c146,unjudged,,,unjudged,unjudged,,not_relevant,"Availability, price and affordability of health technologies for the management of diabetes.pdf",54,Annex 3. List of publications compiled by this scoping review,0.4058,"Availability, price and affordability of health technologies for the management of diabetes 6
Final report of the
international insulin
foundation on the rapid
assessment protocol for
insulin access in Mali International
Insulin
Foundation 2004
Mali
Glucometer availability 16-100% availability. Cost of
glucose test for the patient 0.08–3.00 Euro.  Barriers:
unavailability of diagnostics tools and the appropriate
level of care, supply issues for reagents and other
laboratory materials. Recommendations: removing 5%
VAT and mark-ups for technologies needed for diabetes
management, develop a national priority devices list
for each level within the health system, develop supply
chain for laboratory materials. T1DM
Report 7
Report of the international
insulin foundation on the
rapid assessment protocol
for insulin access in
Mozambique International
Insulin
Foundation 2004
Mozam­
bique"
small-local-384,no_evidence_ar_quantum,1,The_Global_Diabetes_Compact_progress_in__p1_c0,unjudged,,,unjudged,unjudged,,not_relevant,The Global Diabetes Compact progress in supporting its workstreams technical report.pdf,1,,0.693,"The Global

Diabetes
Compact -
progress in
supporting its

workstreams

Technical report"
small-local-384,no_evidence_ar_quantum,2,The_Global_Diabetes_Compact_progress_in__p2_c1,unjudged,,,unjudged,unjudged,,not_relevant,The Global Diabetes Compact progress in supporting its workstreams technical report.pdf,2,,0.693,"The Global

Diabetes
Compact -
progress in
supporting its

workstreams

Technical report"
small-local-384,no_evidence_ar_quantum,3,Guidance_on_global_monitoring_for_diabet_p21_c49,unjudged,,,unjudged,unjudged,,not_relevant,"Guidance on global monitoring for diabetes prevention and control Framework, indicators and application.pdf",21,"3.	 The global framework for diabetes
prevention and control",0.6864,"The framework provides a structured and
detailed approach to address diabetes burden
and includes important indicators that are 9"
small-local-384,no_evidence_ar_quantum,4,Guidance_on_global_monitoring_for_diabet_p33_c79,unjudged,,,unjudged,unjudged,,not_relevant,"Guidance on global monitoring for diabetes prevention and control Framework, indicators and application.pdf",33,Health system determinants,0.6733,"Indicators and metadata

4. Existence of national guidelines for diabetes management

21"
small-local-384,no_evidence_ar_quantum,5,Prevention_and_control_of_diabetes_melli_p16_c32,unjudged,,,unjudged,unjudged,,not_relevant,Prevention and control of diabetes mellitus Lessons for service delivery from countries in the WHO South-East Asia Region.pdf,16,Executive summary,0.658,"| The Global Diabetes Compact what you need to know |  |
| --- | --- |"
balanced-local-384,idf_en_global_prevalence,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p46_c77,unjudged,,,unjudged,unjudged,,relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,46,Key messages:,0.8629,"Key messages:

An estimated 589 million adults aged 20–79 years
are living with diabetes. This represents 11.1% of
the world’s population in this age group.

The total number of adults living with diabetes is
predicted to rise to 853 million (13%) by 2050.

An estimated 252 million adults living with diabetes
are unaware they have the condition.

One in four adults (158 million) living with diabetes
are aged over 65.

An estimated 635 million adults aged 20–79 years
are living with impaired glucose tolerance (12%).

Over USD 1 trillion was spent on diabetes in 2024.
This represents 12% of global health expenditure.

Over 3.4 million people died as a result of diabetes
in 2024. This corresponds to 9.3% of global deaths
from all causes.

An estimated 9.1 million people are living with type
1 diabetes. The majority (69%) are aged 20-59.

An estimated 1 in 5 live births (23 million) are
affected by some form of hyperglycaemia
in pregnancy.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41
IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41"
balanced-local-384,idf_en_global_prevalence,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p53_c91,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,53,"Figure 3.2 Prevalence of diabetes among men and women (20–79 years), 2024.",0.8336,"|  | 2024 | 2050 |
| --- | --- | --- |
| Adult population (65-99 years) | 667.8 million | 1.1 billion |
| Prevalence (65-99 years) | 23.7% | 24.3% |
| Number of people over 65 with diabetes (65–99 years) | 158.3 million | 278 million |"
balanced-local-384,idf_en_global_prevalence,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p92_c165,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,92,"Figure 4.5 Estimated prevalence (%) of diabetes by age and sex, IDF South and Central America
Region 2024.",0.832,"| At a glance |  |  |
| --- | --- | --- |
|  | 2024 | 2050 |
| Adult population (20-79 years) | 1.74b | 1.72b |
| Diabetes (20-79 years) |  |  |
| Regional prevalence | 12.4% | 14.7% |
| Age-standardised prevalence | 11.1% | 12.8% |
| Number of people with diabetes (20-79 years) | 215m | 254m |
| Number of deaths due to diabetes (20-79 years) | 1.2m |  |
| Healthcare expenditure due to diabetes (20-79 years) |  |  |
| Total healthcare expenditure, USD | 246.3b | 237.7b |
| Impaired glucose tolerance (20-79 years) |  |  |
| Regional prevalence | 14.4% | 15.5% |
| Age-standardised prevalence | 13.5% | 14.3% |
| Number of people with impaired glucose tolerance | 251m | 268m |
| Impaired fasting glucose (20-79 years) |  |  |
| Regional prevalence | 9.1% | 9.9% |
| Age-standardised prevalence | 8.6% | 9.2% |
| Number of people with impaired glucose tolerance | 160m | 171m |
| Undiagnosed diabetes (20-79 years) |  |  |
| Regional proportion | 50.0% |  |
| Number of people with undiagnosed diabetes | 108m |  |
| Type 1 diabetes (all age groups) |  |  |
| Number of people with type 1 diabetes | 991,000 |  |"
balanced-local-384,idf_en_global_prevalence,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p53_c89,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,53,"Figure 3.2 Prevalence of diabetes among men and women (20–79 years), 2024.",0.8293,"Table 3.5 Top 10 countries or territories with age-standardised diabetes prevalence in adults
(20–79 years) in 2024 and 2050.

i. Countries without in-country data sources. Estimates are extrapolated.

Table 3.6 Global diabetes estimates in people (65-99 years) in 2024 and 2050.

3.2 Diabetes prevalence in older adults in 2024 and projection to 2050

Regional distribution

Diabetes prevalence increases with age. Therefore,
the highest estimated prevalence is in people over
65 (Figure 3.1). In 2024, the estimated number of
people with diabetes aged 65–99 years was 158.3
million (23.7%). If the current trend continues, the
number of people aged 65-99 years with diabetes will
be 278 million in 2050 (Table 3.6). These data point
to a significant increase in the diabetes population of
ageing societies in the next 25 years and the inevitable
public health and economic challenges this will bring.
It will require all countries to commit to sufficient
resources to tackle diabetes.

There are significant regional differences in the
prevalence of diabetes in people over 65. Regions
included in the top five places remained the same
in 2024 compared with 2019, but the MENA region
had the highest prevalence at (32.3%). The lowest
prevalence remains in the AFR region (7.8%). This is
generally true for 2050 as well (Table 3.7). However,
the EUR region will fall to 6th place in the table with
the SEA region taking its place. Overall, the projected
diabetes prevalence in 2050 in this age group does not
forecast significant increases. As an example, in the
SACA Region the figures are 23.2% in 2024 and 23.6%
in 2050, and in AFR 7.8% in 2024 and 8.3% in 2050.

48 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_global_prevalence,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p49_c82,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,49,3.1 Diabetes prevalence in 2024 and projection to 2050 (20–79 years),0.8291,"Variation in diabetes prevalence across age, sex and setting

The estimated diabetes prevalence is similar in women
and men aged 20–79 (10.9% vs 11.3%). In 2024, the
IDF estimates that 9.8 million more men than women
were living with diabetes (Figure 3.2).

Age is an important risk factor for diabetes. Ageing of
the world’s population contributes to higher diabetes
prevalence that results in an increasing proportion of
people with diabetes over the age of 60.

Prevalence was lowest among adults aged 20–24
(1.9% in 2024 and 2.2% in 2050). Conversely, it was
highest among adults aged 75–79, with an estimated
prevalence of 24.8% in 2024, which is expected to rise
to 25.4% by 2050.

Map 3.2 Estimated age-standardised country prevalence of diabetes in adults (20–79 years), 2024.

<4%

4-<5%

5-<7%

7-<9%

9-<12%

≥ 12%

No estimates

44 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_ar_projection_2050,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p47_c78,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,47,3.1 Diabetes prevalence in 2024 and projection to 2050 (20–79 years),0.837,"While the world’s population is estimated to grow
25% over the next 25 years, the number of people
with diabetes is estimated to increase by 45%
(Map 3.1, Table 3.1, Map 3.2).

This 11th edition of the IDF Diabetes Atlas provides
estimates for diabetes in 2024 and projected
estimates for 2050. The estimates include diagnosed
and undiagnosed diabetes for adults aged 20–79.

Worldwide, a total of 589 million adults aged 20–79
are estimated to have diabetes (11.1% of all adults in
this age group). By 2050, the number of adults living
with diabetes will rise to a projected 852.5 million.

Map 3.1 Estimated number of adults (20–79 years) with diabetes by country, 2024.

< 100 thousand

100-<500 thousand

500 thousand-<1 million

1 - <10 million
10-<20 million
≥ 20 million
No estimates

3.1 Diabetes prevalence in 2024 and projection to 2050 (20–79 years)

Our projection for 2050 predicts a growth of 17% in
the prevalence of diabetes due to the ageing of the
population and increased urbanisation across the
globe. It is estimated that 95% of the increase in the
number of people with diabetes by 2050 will occur in
low- and middle-income countries, where population
growth is expected to be greater than in high-income
countries (Table 3.2).

The estimates in the 11th edition of the IDF Diabetes
Atlas are provided for 215 countries and territories,
grouped into the seven IDF Regions: Africa (AFR),
Europe (EUR), Middle East and North Africa (MENA),
North America and Caribbean (NAC), South and
Central America (SACA), South-East Asia (SEA) and
Western Pacific (WP). In total, 246 data sources from
153 countries and territories were included in the
analyses (See Resources www.diabetesatlas.org). 1
Data are presented considering each country´s current
age structure and, after adjustment to reflect the
prevalence, the age structure of the world population.

42 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_ar_projection_2050,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p46_c77,unjudged,,,unjudged,unjudged,,relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,46,Key messages:,0.8195,"Key messages:

An estimated 589 million adults aged 20–79 years
are living with diabetes. This represents 11.1% of
the world’s population in this age group.

The total number of adults living with diabetes is
predicted to rise to 853 million (13%) by 2050.

An estimated 252 million adults living with diabetes
are unaware they have the condition.

One in four adults (158 million) living with diabetes
are aged over 65.

An estimated 635 million adults aged 20–79 years
are living with impaired glucose tolerance (12%).

Over USD 1 trillion was spent on diabetes in 2024.
This represents 12% of global health expenditure.

Over 3.4 million people died as a result of diabetes
in 2024. This corresponds to 9.3% of global deaths
from all causes.

An estimated 9.1 million people are living with type
1 diabetes. The majority (69%) are aged 20-59.

An estimated 1 in 5 live births (23 million) are
affected by some form of hyperglycaemia
in pregnancy.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41
IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41"
balanced-local-384,idf_ar_projection_2050,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p88_c159,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,88,"Figure 4.5 Estimated prevalence (%) of diabetes by age and sex, IDF South and Central America
Region 2024.",0.8133,"m = million | b = billion

Highlights

●
1 in 10 adults have diabetes – 35 million.

●
The number of adults with diabetes
is expected to increase by 46% to 52
million by 2050.

●
1 in 3 adults living with diabetes
(30.4%) are undiagnosed.

●
Diabetes is responsible for 224,000
deaths in 2024.

●
797,000 people live with type 1 diabetes.

●
Diabetes-related expenditure totals
USD 81 billion in 2024.

●
1 in 6 live births are affected by
hyperglycaemia in pregnancy.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 83"
balanced-local-384,idf_ar_projection_2050,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p53_c91,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,53,"Figure 3.2 Prevalence of diabetes among men and women (20–79 years), 2024.",0.8108,"|  | 2024 | 2050 |
| --- | --- | --- |
| Adult population (65-99 years) | 667.8 million | 1.1 billion |
| Prevalence (65-99 years) | 23.7% | 24.3% |
| Number of people over 65 with diabetes (65–99 years) | 158.3 million | 278 million |"
balanced-local-384,idf_ar_projection_2050,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p13_c20,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,13,Key messages:,0.8062,"impact
of diabetes worldwide, but also for reducing that
impact through measures aimed at improving the
long-term consequences of all types of diabetes, as
well as the primary prevention of type 2 diabetes. In 2014, the WHO/NCD-RisC estimate of 422 million
people with diabetes 3 , was very close to the IDF
estimate of 415 million people with diabetes in 2015 4 .
However, the recent WHO/NCD-RisC publication
estimated that 828 million people aged 18 years or
older had diabetes in 2022 5 , considerably more than
estimates provided in this IDF Diabetes Atlas (589
million) for 2024 and the Global Burden of Diseases
Study (GBD) figure of 485 million for ages 20-79 in
2021 6 . As mentioned above, multiple decisions are
required to estimate worldwide diabetes prevalence, The diabetes impact is steadily growing to
alarming levels. The IDF Diabetes Atlas, under the
guidance of a committee of experts from all IDF
regions, remains dedicated to providing the most
accurate possible data based on the available
epidemiological sources and methods of analysis. 8 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_undiagnosed,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p73_c131,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,73,3.8 Type 1 diabetes estimates in children and adults,0.7661,"3.8 Type 1 diabetes estimates in children and adults Findings Previous editions of the IDF Diabetes Atlas were
restricted to children and adolescents living with
type 1 diabetes (T1D) and did not consider potential
changes in incidence and mortality in the interval
between the study dates of the respective individual
country data and publication dates of the Atlas. In 2024, there were an estimated 9.15 million
individuals worldwide living with diagnosed clinical
T1D, 17 with 22.3% (2.04 million) of these living in
low-income and lower-middle-income countries. Of this total population of 9.15 million, 1.81 million
(19.8%), were younger than 20 years, 6.28 million
(68.6%) were between 20 and 59 and 1.06 million
(11.8%) were 60 or older. Development of the Type 1 Diabetes Index (T1D Index)
has enabled more current and accurate estimates to
be calculated for all ages across all countries. 15–17 The
T1D Index is a joint initiative of Breakthrough T1D, Life
for a Child, The International Diabetes Federation, and
the International Society for Paediatric and Adolescent
Diabetes. The Index uses a Markov model with
machine learning and all available population-based
incidence, prevalence and mortality data to produce
national and, thereby, global estimates. 17 Figure 3.13 shows the number of people with T1D
in each of these age brackets by IDF Region. The IDF
Europe Region has the highest number of cases,
followed by the IDF North America and Caribbean
Region. The lowest number of people with T1D was
observed in the Africa Region. Figure 3.13 Number of individuals with type 1 diabetes in each world region in 2024. 3,000,000 Number of people with T1D 2,500,000 2,000,000 1,500,000 1,000,000 500,000 - AFR
EUR
MENA
NAC
SACA
SEA
WP IDF Region All ages
<20 years of age
20 - 59 years of age
>=60 years of age"
balanced-local-384,idf_en_undiagnosed,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p37_c65,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,37,2.6 Standardisation of estimates,0.7629,"participants are
asked whether they were previously diagnosed with
diabetes by a health professional. This helps establish
the proportion of people with diabetes-level blood
glucose who remain undiagnosed. For this edition of the IDF Diabetes Atlas, we
have assembled all published studies reporting
undiagnosed diabetes that met defined selection
criteria (see Chapter 2, “Gathering and selecting
data sources”), regardless of the diabetes biomarker
used. The average of the estimates was calculated
for countries that reported data on estimates of
undiagnosed diabetes. However, in countries without
in-country data sources, the undiagnosed proportion
was approximated by the average of the estimates
from countries with data sources within the same IDF
Region (e.g., Europe IDF Region) or IDF Region and
World Bank Income Group. Estimates of undiagnosed
diabetes were generated using 193 data sources
representing 109 countries (Map 2.2). The proportion of undiagnosed diabetes may differ
greatly across countries, for example, depending on
access to healthcare services, disease awareness,
and socioeconomic context. In a final step, prevalence
estimates and proportions undiagnosed are multiplied
with population size numbers to calculate the total
number of people with undiagnosed diabetes in
a respective country. 32 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_undiagnosed,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p57_c100,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,57,3.3 Undiagnosed diabetes,0.7586,"Map 3.4 Proportion of adults (20–79 years) with undiagnosed diabetes by country in 2024.

<24%

35-<45%

45-<55%

55-<64%
≥ 65%
No estimates

Table 3.11 Top 10 countries with the largest number of adults (20–79 years) with undiagnosed
diabetes in 2024.

52 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_undiagnosed,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p46_c77,unjudged,,,unjudged,unjudged,,relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,46,Key messages:,0.7569,"Key messages:

An estimated 589 million adults aged 20–79 years
are living with diabetes. This represents 11.1% of
the world’s population in this age group.

The total number of adults living with diabetes is
predicted to rise to 853 million (13%) by 2050.

An estimated 252 million adults living with diabetes
are unaware they have the condition.

One in four adults (158 million) living with diabetes
are aged over 65.

An estimated 635 million adults aged 20–79 years
are living with impaired glucose tolerance (12%).

Over USD 1 trillion was spent on diabetes in 2024.
This represents 12% of global health expenditure.

Over 3.4 million people died as a result of diabetes
in 2024. This corresponds to 9.3% of global deaths
from all causes.

An estimated 9.1 million people are living with type
1 diabetes. The majority (69%) are aged 20-59.

An estimated 1 in 5 live births (23 million) are
affected by some form of hyperglycaemia
in pregnancy.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41
IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41"
balanced-local-384,idf_en_undiagnosed,5,Guidance_on_global_monitoring_for_diabet_p61_c112,unjudged,,,unjudged,unjudged,,not_relevant,"Guidance on global monitoring for diabetes prevention and control Framework, indicators and application.pdf",61,Risk factors,0.7499,"Risk factors

General population. Population with diabetes.

49"
balanced-local-384,idf_ar_expenditure,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p66_c118,unjudged,,,unjudged,unjudged,,relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,66,"In 2024, the total global
diabetes-related health
expenditure exceeded
one trillion USD for the
first time.",0.8372,"Figure 3.7 Total diabetes-related health expenditure for adults (20–79 years) with diabetes from
2006 to 2050.

1200

1000

800

USD billion

600

400

200

0

2006
2009
2011
2013
2015
2017
2019
2021
2024
2050

Year

Regional distribution

Expenditure due to diabetes has a substantial
impact on total health expenditure worldwide,
representing 11.9% of total global health spending.
In the SACA Region, an average of 22.4% of the
total health expenditure was due to diabetes, the
highest percentage of the IDF Regions, followed by
17.0% in the MENA Region. The lowest percentage
of health expenditure due to diabetes was
observed in the EUR Region (8.8%) (Figure 3.10).

The NAC Region has the highest total diabetes-related
health expenditure of the seven IDF Regions (USD
438.6 billion) and accounts for 43.2% of total global
diabetes-related health expenditure in 2024. The
second highest is the WP Region, with USD 246.3
billion, followed by the EUR Region (USD 192.9 billion),
corresponding to 24.3% and 19.0% of total global
diabetes-related health expenditure, respectively.
Despite being home to 42.7% of people with
diabetes in the world, the SACA, MENA, SEA, and AFR
Regions collectively account for only 13.5% of global
diabetes-related health expenditure (Figure 3.8).

The NAC Region also has the highest diabetes-related
health expenditure per adult with diabetes (USD
7,811), followed by the EUR Region (USD 2,950),
SACA Region (USD 2,417) and WP Region (USD 1,173)
(Figure 3.9). Health expenditure is USD 429 per person
with diabetes in the MENA region, USD 414 in the AFR
region, and USD 108 in the SEA region (Figure 3.9).
In 2024, diabetes-related health expenditure per
adult with diabetes varied across IDF regions by
more than 70-fold.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 61"
balanced-local-384,idf_ar_expenditure,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p71_c128,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,71,"Map 3.8 Total diabetes-related health expenditure (USD) by country for adults (20–79 years) with
diabetes in 2024.",0.8201,"Map 3.8 Total diabetes-related health expenditure (USD) by country for adults (20–79 years) with
diabetes in 2024.

<50 million

10-<50 million

50-<200 million

200 million-<1 billion
≥ 1 billion

No estimates

Map 3.9 Diabetes-related health expenditure (USD) by country per adult (20–79 years) with
diabetes in 2024.

<250

250-<500

500-<1,000

1,000-<2,000

2,000-<5,000
≥ 5,000
No estimates

66 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_ar_expenditure,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p48_c80,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,48,3.1 Diabetes prevalence in 2024 and projection to 2050 (20–79 years),0.7958,"| At a glance |  | 2024 | 2050 |
| --- | --- | --- | --- |
| World Population Total Adults (20-79 years) |  | 8.1 billion 5.3 billion | 9.7 billion 6.6 billion |
| All diabetes (20–79 years) Number of people with diabetes Prevalencei Number of deaths attributed to diabetes Total health expenditure due to diabetesii (2024 USD) |  | 588.7 million 11.1% 3.4 million 1.015 trillion | 852.5 million 13.0% - 1.043 trillion |
| Type 1 diabetes Number of people with type 1 diabetes (all age groups) Number of people with type 1 diabetes (>20 years) |  | 9.2 million 1.8 million |  |
| Intermediate Hyperglycaemia Impaired glucose tolerance (20–79 years) Number of people Prevalencei Impaired fasting glucose (20–79 years) Number of people with impaired fasting glucose Prevalencei |  | 634.8 million 12.0% 487.7 million 9.2% | 846.5 million 12.9% 647.5 million 9.8% |
| Hyperglycaemia in pregnancy (20–49 years) Number of live births affected Proportion of live births affected |  | 23 million 19.7% |  |"
balanced-local-384,idf_ar_expenditure,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p13_c20,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,13,Key messages:,0.7935,"impact
of diabetes worldwide, but also for reducing that
impact through measures aimed at improving the
long-term consequences of all types of diabetes, as
well as the primary prevention of type 2 diabetes. In 2014, the WHO/NCD-RisC estimate of 422 million
people with diabetes 3 , was very close to the IDF
estimate of 415 million people with diabetes in 2015 4 .
However, the recent WHO/NCD-RisC publication
estimated that 828 million people aged 18 years or
older had diabetes in 2022 5 , considerably more than
estimates provided in this IDF Diabetes Atlas (589
million) for 2024 and the Global Burden of Diseases
Study (GBD) figure of 485 million for ages 20-79 in
2021 6 . As mentioned above, multiple decisions are
required to estimate worldwide diabetes prevalence, The diabetes impact is steadily growing to
alarming levels. The IDF Diabetes Atlas, under the
guidance of a committee of experts from all IDF
regions, remains dedicated to providing the most
accurate possible data based on the available
epidemiological sources and methods of analysis. 8 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_ar_expenditure,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p1_c0,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,1,"11th Edition | 2025
Diabetes Atlas",0.7903,"11th Edition | 2025
Diabetes Atlas

589

million

people worldwide

have diabetes"
balanced-local-384,idf_en_regions,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p117_c215,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,117,"Country summary in IDF South and Central America Region
2024",0.8364,"Country summary in IDF South and Central America Region
2024

South and Central America

112 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_regions,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p119_c219,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,119,"Country summary in IDF South-East Asia Region
2024",0.8329,"Country summary in IDF South-East Asia Region
2024

South-East Asia

114 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_regions,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p109_c199,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,109,"Country summary in IDF Europe Region
2024",0.8248,"Country summary in IDF Europe Region
2024

Europe

104 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
balanced-local-384,idf_en_regions,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p32_c55,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,32,Key messages:,0.8211,"Key messages:

246 data sources from 153 countries were selected
to estimate diabetes prevalence for the current IDF
Diabetes Atlas.

Data sources come from countries which comprise
over 93% of the global population.

Other sources, such as registries, have also been
included, but only after rigorous scrutiny of their
quality, just as for the peer-reviewed publications.

Future projections have been calculated using the
United Nations population predictions and degree
of urbanisation. These predictions only take into
account changes in the distribution of age, sex
and urban/rural residence ratio.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 27"
balanced-local-384,idf_en_regions,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p9_c11,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,9,"Foreword by the IDF Diabetes
Atlas Chairs",0.8205,"Foreword by the IDF Diabetes
Atlas Chairs span for the estimate of numbers of persons globally
with diabetes, ranging from approximately 500 to
800 million in 2021-2024. Along this range, the GBD
and IDF estimates fall close to 500 million, while the
NCD-RisC estimate is at the upper end of the range.
A critical examination of differing methodologies
is needed to better inform healthcare planning
regarding the magnitude of the diabetes problem. It gives us great pleasure to present to you the 11th
Edition of the IDF Diabetes Atlas. The IDF Atlas has now been in production for over two
decades and delivers valuable and realistic summary
data on the state of diabetes for each nation and the
world population. Initially designed as a data resource
for individual countries and to advance the interests of
global health, it has since evolved and demonstrated
itself to be a valuable advocacy tool as well."
balanced-local-384,who_ar_recommendation_count,1,WHO_recommendations_on_care_for_women_wi_p1_c0,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,1,,0.8101,"WHO recommendations on
care for women with diabetes

during pregnancy"
